"","new","c","hc_ward_cut"
"5977","A_M1071OF06_3S1RNA 41","311","2"
"5978","A_M1071OF06_3S1RNA 42","311","2"
"5979","A_M1071OF06_3S1RNA 5","104","2"
"5980","A_M1071OF06_3S1RNA 6","104","2"
"5981","A_M1071OF06_3S1RNA 7","106","2"
"5982","A_M1071OF06_3S1RNA 8","106","2"
"5983","A_M1071OF06_3S1RNA 9","106","1"
"5984","A_M1072OF06_1S3RNA 1","111","1"
"5985","A_M1072OF06_1S3RNA 10","106","1"
"5986","A_M1072OF06_1S3RNA 11","106","1"
"5987","A_M1072OF06_1S3RNA 12","201","1"
"5988","A_M1072OF06_1S3RNA 13","202","1"
"5989","A_M1072OF06_1S3RNA 14","203","1"
"5990","A_M1072OF06_1S3RNA 15","203","1"
"5991","A_M1072OF06_1S3RNA 16","203","1"
"5992","A_M1072OF06_1S3RNA 17","204","1"
"5993","A_M1072OF06_1S3RNA 18","205","1"
"5994","A_M1072OF06_1S3RNA 19","205","1"
"5995","A_M1072OF06_1S3RNA 2","111","1"
"5996","A_M1072OF06_1S3RNA 20","205","2"
"5997","A_M1072OF06_1S3RNA 21","206","2"
"5998","A_M1072OF06_1S3RNA 22","301","2"
"5999","A_M1072OF06_1S3RNA 23","304","2"
"6000","A_M1072OF06_1S3RNA 24","304","2"
"6001","A_M1072OF06_1S3RNA 25","304","2"
"6002","A_M1072OF06_1S3RNA 26","304","2"
"6003","A_M1072OF06_1S3RNA 27","305","2"
"6004","A_M1072OF06_1S3RNA 28","306","1"
"6005","A_M1072OF06_1S3RNA 29","306","1"
"6006","A_M1072OF06_1S3RNA 3","111","1"
"6007","A_M1072OF06_1S3RNA 30","307","2"
"6008","A_M1072OF06_1S3RNA 31","311","2"
"6009","A_M1072OF06_1S3RNA 32","311","1"
"6010","A_M1072OF06_1S3RNA 33","311","1"
"6011","A_M1072OF06_1S3RNA 34","311","2"
"6012","A_M1072OF06_1S3RNA 35","311","1"
"6013","A_M1072OF06_1S3RNA 36","311","1"
"6014","A_M1072OF06_1S3RNA 37","311","2"
"6015","A_M1072OF06_1S3RNA 38","311","2"
"6016","A_M1072OF06_1S3RNA 39","311","2"
"6017","A_M1072OF06_1S3RNA 4","105","2"
"6018","A_M1072OF06_1S3RNA 40","311","2"
"6019","A_M1072OF06_1S3RNA 5","102","2"
"6020","A_M1072OF06_1S3RNA 6","102","2"
"6021","A_M1072OF06_1S3RNA 7","103","2"
"6022","A_M1072OF06_1S3RNA 8","103","2"
"6023","A_M1072OF06_1S3RNA 9","104","2"
"6024","A_M1072OF06_2S2RNA 1","111","1"
"6025","A_M1072OF06_2S2RNA 10","106","1"
"6026","A_M1072OF06_2S2RNA 11","106","1"
"6027","A_M1072OF06_2S2RNA 12","202","1"
"6028","A_M1072OF06_2S2RNA 13","203","1"
"6029","A_M1072OF06_2S2RNA 14","203","1"
"6030","A_M1072OF06_2S2RNA 15","203","1"
"6031","A_M1072OF06_2S2RNA 16","203","1"
"6032","A_M1072OF06_2S2RNA 17","205","1"
"6033","A_M1072OF06_2S2RNA 18","205","1"
"6034","A_M1072OF06_2S2RNA 19","205","1"
"6035","A_M1072OF06_2S2RNA 2","111","1"
"6036","A_M1072OF06_2S2RNA 20","206","2"
"6037","A_M1072OF06_2S2RNA 21","301","2"
"6038","A_M1072OF06_2S2RNA 22","304","2"
"6039","A_M1072OF06_2S2RNA 23","304","2"
"6040","A_M1072OF06_2S2RNA 24","304","2"
"6041","A_M1072OF06_2S2RNA 25","304","2"
"6042","A_M1072OF06_2S2RNA 26","305","2"
"6043","A_M1072OF06_2S2RNA 27","306","1"
"6044","A_M1072OF06_2S2RNA 28","306","1"
"6045","A_M1072OF06_2S2RNA 29","308","1"
"6046","A_M1072OF06_2S2RNA 3","111","1"
"6047","A_M1072OF06_2S2RNA 30","308","2"
"6048","A_M1072OF06_2S2RNA 31","311","2"
"6049","A_M1072OF06_2S2RNA 32","311","1"
"6050","A_M1072OF06_2S2RNA 33","311","1"
"6051","A_M1072OF06_2S2RNA 34","311","1"
"6052","A_M1072OF06_2S2RNA 35","311","1"
"6053","A_M1072OF06_2S2RNA 36","311","1"
"6054","A_M1072OF06_2S2RNA 37","311","2"
"6055","A_M1072OF06_2S2RNA 38","311","2"
"6056","A_M1072OF06_2S2RNA 39","311","2"
"6057","A_M1072OF06_2S2RNA 4","103","2"
"6058","A_M1072OF06_2S2RNA 40","311","2"
"6059","A_M1072OF06_2S2RNA 5","102","2"
"6060","A_M1072OF06_2S2RNA 6","105","2"
"6061","A_M1072OF06_2S2RNA 7","105","2"
"6062","A_M1072OF06_2S2RNA 8","104","2"
"6063","A_M1072OF06_2S2RNA 9","106","2"
"6064","A_M1072OF06_3S1RNA 1","101","1"
"6065","A_M1072OF06_3S1RNA 10","202","1"
"6066","A_M1072OF06_3S1RNA 11","203","1"
"6067","A_M1072OF06_3S1RNA 12","203","1"
"6068","A_M1072OF06_3S1RNA 13","203","1"
"6069","A_M1072OF06_3S1RNA 14","203","1"
"6070","A_M1072OF06_3S1RNA 15","204","1"
"6071","A_M1072OF06_3S1RNA 16","205","1"
"6072","A_M1072OF06_3S1RNA 17","205","1"
"6073","A_M1072OF06_3S1RNA 18","205","1"
"6074","A_M1072OF06_3S1RNA 19","301","2"
"6075","A_M1072OF06_3S1RNA 2","102","2"
"6076","A_M1072OF06_3S1RNA 20","304","2"
"6077","A_M1072OF06_3S1RNA 21","304","2"
"6078","A_M1072OF06_3S1RNA 22","304","2"
"6079","A_M1072OF06_3S1RNA 23","304","2"
"6080","A_M1072OF06_3S1RNA 24","305","2"
"6081","A_M1072OF06_3S1RNA 25","306","2"
"6082","A_M1072OF06_3S1RNA 26","306","1"
"6083","A_M1072OF06_3S1RNA 27","308","1"
"6084","A_M1072OF06_3S1RNA 28","308","1"
"6085","A_M1072OF06_3S1RNA 29","311","1"
"6086","A_M1072OF06_3S1RNA 3","103","2"
"6087","A_M1072OF06_3S1RNA 30","311","1"
"6088","A_M1072OF06_3S1RNA 31","311","1"
"6089","A_M1072OF06_3S1RNA 32","311","1"
"6090","A_M1072OF06_3S1RNA 33","311","1"
"6091","A_M1072OF06_3S1RNA 34","311","2"
"6092","A_M1072OF06_3S1RNA 35","311","2"
"6093","A_M1072OF06_3S1RNA 36","311","2"
"6094","A_M1072OF06_3S1RNA 37","311","2"
"6095","A_M1072OF06_3S1RNA 38","311","2"
"6096","A_M1072OF06_3S1RNA 4","103","2"
"6097","A_M1072OF06_3S1RNA 5","104","2"
"6098","A_M1072OF06_3S1RNA 6","104","2"
"6099","A_M1072OF06_3S1RNA 7","106","2"
"6100","A_M1072OF06_3S1RNA 8","106","2"
"6101","A_M1072OF06_3S1RNA 9","106","2"
"6102","A_M1110YM05_1S2RNA 1","111","1"
"6103","A_M1110YM05_1S2RNA 10","106","1"
"6104","A_M1110YM05_1S2RNA 11","202","1"
"6105","A_M1110YM05_1S2RNA 12","203","1"
"6106","A_M1110YM05_1S2RNA 13","203","1"
"6107","A_M1110YM05_1S2RNA 14","203","1"
"6108","A_M1110YM05_1S2RNA 15","203","1"
"6109","A_M1110YM05_1S2RNA 16","205","1"
"6110","A_M1110YM05_1S2RNA 17","205","1"
"6111","A_M1110YM05_1S2RNA 18","205","1"
"6112","A_M1110YM05_1S2RNA 19","205.5","1"
"6113","A_M1110YM05_1S2RNA 2","111","2"
"6114","A_M1110YM05_1S2RNA 20","301","2"
"6115","A_M1110YM05_1S2RNA 21","304","2"
"6116","A_M1110YM05_1S2RNA 22","304","2"
"6117","A_M1110YM05_1S2RNA 23","304","2"
"6118","A_M1110YM05_1S2RNA 24","304","2"
"6119","A_M1110YM05_1S2RNA 25","306","2"
"6120","A_M1110YM05_1S2RNA 26","306","1"
"6121","A_M1110YM05_1S2RNA 27","306","1"
"6122","A_M1110YM05_1S2RNA 28","308","2"
"6123","A_M1110YM05_1S2RNA 29","308","1"
"6124","A_M1110YM05_1S2RNA 3","111","2"
"6125","A_M1110YM05_1S2RNA 30","311","1"
"6126","A_M1110YM05_1S2RNA 31","311","1"
"6127","A_M1110YM05_1S2RNA 32","311","1"
"6128","A_M1110YM05_1S2RNA 33","311","1"
"6129","A_M1110YM05_1S2RNA 34","311","1"
"6130","A_M1110YM05_1S2RNA 35","311","1"
"6131","A_M1110YM05_1S2RNA 36","311","1"
"6132","A_M1110YM05_1S2RNA 37","311","2"
"6133","A_M1110YM05_1S2RNA 38","311","2"
"6134","A_M1110YM05_1S2RNA 39","311","2"
"6135","A_M1110YM05_1S2RNA 4","102","2"
"6136","A_M1110YM05_1S2RNA 5","102","2"
"6137","A_M1110YM05_1S2RNA 6","105","2"
"6138","A_M1110YM05_1S2RNA 7","105","2"
"6139","A_M1110YM05_1S2RNA 8","106","2"
"6140","A_M1110YM05_1S2RNA 9","106","2"
"6141","A_M1110YM05_2S3RNA 1","111","1"
"6142","A_M1110YM05_2S3RNA 10","106","1"
"6143","A_M1110YM05_2S3RNA 11","202","1"
"6144","A_M1110YM05_2S3RNA 12","203","1"
"6145","A_M1110YM05_2S3RNA 13","203","1"
"6146","A_M1110YM05_2S3RNA 14","203","1"
"6147","A_M1110YM05_2S3RNA 15","204","1"
"6148","A_M1110YM05_2S3RNA 16","205","1"
"6149","A_M1110YM05_2S3RNA 17","205","1"
"6150","A_M1110YM05_2S3RNA 18","205","1"
"6151","A_M1110YM05_2S3RNA 19","301","2"
"6152","A_M1110YM05_2S3RNA 2","111","2"
"6153","A_M1110YM05_2S3RNA 20","304","2"
"6154","A_M1110YM05_2S3RNA 21","304","2"
"6155","A_M1110YM05_2S3RNA 22","304","2"
"6156","A_M1110YM05_2S3RNA 23","305","2"
"6157","A_M1110YM05_2S3RNA 24","306","2"
"6158","A_M1110YM05_2S3RNA 25","306","2"
"6159","A_M1110YM05_2S3RNA 26","307","1"
"6160","A_M1110YM05_2S3RNA 27","311","1"
"6161","A_M1110YM05_2S3RNA 28","311","2"
"6162","A_M1110YM05_2S3RNA 29","311","1"
"6163","A_M1110YM05_2S3RNA 3","105","2"
"6164","A_M1110YM05_2S3RNA 30","311","1"
"6165","A_M1110YM05_2S3RNA 31","311","1"
"6166","A_M1110YM05_2S3RNA 32","311","1"
"6167","A_M1110YM05_2S3RNA 33","311","2"
"6168","A_M1110YM05_2S3RNA 34","311","2"
"6169","A_M1110YM05_2S3RNA 35","311","2"
"6170","A_M1110YM05_2S3RNA 36","311","2"
"6171","A_M1110YM05_2S3RNA 4","102","2"
"6172","A_M1110YM05_2S3RNA 5","102","2"
"6173","A_M1110YM05_2S3RNA 6","103","2"
"6174","A_M1110YM05_2S3RNA 7","103","2"
"6175","A_M1110YM05_2S3RNA 8","106","2"
"6176","A_M1110YM05_2S3RNA 9","106","2"
"6177","A_M1110YM05_3S1RNA 1","102","1"
"6178","A_M1110YM05_3S1RNA 10","203","1"
"6179","A_M1110YM05_3S1RNA 11","203","1"
"6180","A_M1110YM05_3S1RNA 12","203","1"
"6181","A_M1110YM05_3S1RNA 13","203","1"
"6182","A_M1110YM05_3S1RNA 14","205","1"
"6183","A_M1110YM05_3S1RNA 15","205","1"
"6184","A_M1110YM05_3S1RNA 16","205","1"
"6185","A_M1110YM05_3S1RNA 17","205.5","1"
"6186","A_M1110YM05_3S1RNA 18","301","2"
"6187","A_M1110YM05_3S1RNA 19","304","2"
"6188","A_M1110YM05_3S1RNA 2","102","2"
"6189","A_M1110YM05_3S1RNA 20","304","2"
"6190","A_M1110YM05_3S1RNA 21","304","2"
"6191","A_M1110YM05_3S1RNA 22","305","2"
"6192","A_M1110YM05_3S1RNA 23","306","2"
"6193","A_M1110YM05_3S1RNA 24","306","2"
"6194","A_M1110YM05_3S1RNA 25","308","1"
"6195","A_M1110YM05_3S1RNA 26","308","1"
"6196","A_M1110YM05_3S1RNA 27","309","1"
"6197","A_M1110YM05_3S1RNA 28","311","2"
"6198","A_M1110YM05_3S1RNA 29","311","2"
"6199","A_M1110YM05_3S1RNA 3","103","1"
"6200","A_M1110YM05_3S1RNA 30","311","1"
"6201","A_M1110YM05_3S1RNA 31","311","1"
"6202","A_M1110YM05_3S1RNA 32","311","1"
"6203","A_M1110YM05_3S1RNA 33","311","1"
"6204","A_M1110YM05_3S1RNA 34","311","2"
"6205","A_M1110YM05_3S1RNA 35","311","2"
"6206","A_M1110YM05_3S1RNA 36","311","2"
"6207","A_M1110YM05_3S1RNA 37","311","2"
"6208","A_M1110YM05_3S1RNA 4","103","2"
"6209","A_M1110YM05_3S1RNA 5","104","2"
"6210","A_M1110YM05_3S1RNA 6","105","2"
"6211","A_M1110YM05_3S1RNA 7","106","2"
"6212","A_M1110YM05_3S1RNA 8","106","2"
"6213","A_M1110YM05_3S1RNA 9","201","1"
"6214","A_M1117YF03_1S3RNA 1","111","1"
"6215","A_M1117YF03_1S3RNA 10","106","1"
"6216","A_M1117YF03_1S3RNA 11","106","1"
"6217","A_M1117YF03_1S3RNA 12","202","1"
"6218","A_M1117YF03_1S3RNA 13","203","1"
"6219","A_M1117YF03_1S3RNA 14","203","1"
"6220","A_M1117YF03_1S3RNA 15","203","1"
"6221","A_M1117YF03_1S3RNA 16","203","1"
"6222","A_M1117YF03_1S3RNA 17","204","1"
"6223","A_M1117YF03_1S3RNA 18","205","1"
"6224","A_M1117YF03_1S3RNA 19","205","1"
"6225","A_M1117YF03_1S3RNA 2","111","1"
"6226","A_M1117YF03_1S3RNA 20","205","2"
"6227","A_M1117YF03_1S3RNA 21","206","2"
"6228","A_M1117YF03_1S3RNA 22","302","2"
"6229","A_M1117YF03_1S3RNA 23","304","2"
"6230","A_M1117YF03_1S3RNA 24","304","2"
"6231","A_M1117YF03_1S3RNA 25","304","2"
"6232","A_M1117YF03_1S3RNA 26","304","2"
"6233","A_M1117YF03_1S3RNA 27","306","2"
"6234","A_M1117YF03_1S3RNA 28","306","1"
"6235","A_M1117YF03_1S3RNA 29","306","1"
"6236","A_M1117YF03_1S3RNA 3","111","1"
"6237","A_M1117YF03_1S3RNA 30","307","2"
"6238","A_M1117YF03_1S3RNA 31","307","1"
"6239","A_M1117YF03_1S3RNA 32","311","1"
"6240","A_M1117YF03_1S3RNA 33","311","1"
"6241","A_M1117YF03_1S3RNA 34","311","1"
"6242","A_M1117YF03_1S3RNA 35","311","1"
"6243","A_M1117YF03_1S3RNA 36","311","1"
"6244","A_M1117YF03_1S3RNA 37","311","1"
"6245","A_M1117YF03_1S3RNA 38","311","2"
"6246","A_M1117YF03_1S3RNA 39","311","2"
"6247","A_M1117YF03_1S3RNA 4","102","2"
"6248","A_M1117YF03_1S3RNA 40","311","2"
"6249","A_M1117YF03_1S3RNA 41","311","2"
"6250","A_M1117YF03_1S3RNA 5","102","2"
"6251","A_M1117YF03_1S3RNA 6","102","2"
"6252","A_M1117YF03_1S3RNA 7","103","2"
"6253","A_M1117YF03_1S3RNA 8","103","2"
"6254","A_M1117YF03_1S3RNA 9","104","2"
"6255","A_M1117YF03_2S2RNA 1","111","1"
"6256","A_M1117YF03_2S2RNA 10","106","1"
"6257","A_M1117YF03_2S2RNA 11","201","1"
"6258","A_M1117YF03_2S2RNA 12","202","1"
"6259","A_M1117YF03_2S2RNA 13","203","1"
"6260","A_M1117YF03_2S2RNA 14","203","1"
"6261","A_M1117YF03_2S2RNA 15","203","1"
"6262","A_M1117YF03_2S2RNA 16","203","1"
"6263","A_M1117YF03_2S2RNA 17","205","1"
"6264","A_M1117YF03_2S2RNA 18","205","1"
"6265","A_M1117YF03_2S2RNA 19","205","1"
"6266","A_M1117YF03_2S2RNA 2","111","1"
"6267","A_M1117YF03_2S2RNA 20","205","2"
"6268","A_M1117YF03_2S2RNA 21","206","2"
"6269","A_M1117YF03_2S2RNA 22","303","2"
"6270","A_M1117YF03_2S2RNA 23","304","2"
"6271","A_M1117YF03_2S2RNA 24","304","2"
"6272","A_M1117YF03_2S2RNA 25","304","2"
"6273","A_M1117YF03_2S2RNA 26","305","2"
"6274","A_M1117YF03_2S2RNA 27","306","2"
"6275","A_M1117YF03_2S2RNA 28","306","1"
"6276","A_M1117YF03_2S2RNA 29","306","1"
"6277","A_M1117YF03_2S2RNA 3","111","1"
"6278","A_M1117YF03_2S2RNA 30","307","1"
"6279","A_M1117YF03_2S2RNA 31","307","2"
"6280","A_M1117YF03_2S2RNA 32","309","2"
"6281","A_M1117YF03_2S2RNA 33","311","1"
"6282","A_M1117YF03_2S2RNA 34","311","1"
"6283","A_M1117YF03_2S2RNA 35","311","1"
"6284","A_M1117YF03_2S2RNA 36","311","1"
"6285","A_M1117YF03_2S2RNA 37","311","1"
"6286","A_M1117YF03_2S2RNA 38","311","1"
"6287","A_M1117YF03_2S2RNA 39","311","2"
"6288","A_M1117YF03_2S2RNA 4","103","2"
"6289","A_M1117YF03_2S2RNA 40","311","2"
"6290","A_M1117YF03_2S2RNA 41","311","2"
"6291","A_M1117YF03_2S2RNA 42","311","2"
"6292","A_M1117YF03_2S2RNA 5","102","2"
"6293","A_M1117YF03_2S2RNA 6","105","2"
"6294","A_M1117YF03_2S2RNA 7","105","2"
"6295","A_M1117YF03_2S2RNA 8","104","2"
"6296","A_M1117YF03_2S2RNA 9","106","1"
"6297","A_M1117YF03_3S1RNA 1","102","1"
"6298","A_M1117YF03_3S1RNA 10","202","1"
"6299","A_M1117YF03_3S1RNA 11","203","1"
"6300","A_M1117YF03_3S1RNA 12","203","1"
"6301","A_M1117YF03_3S1RNA 13","203","1"
"6302","A_M1117YF03_3S1RNA 14","203","1"
"6303","A_M1117YF03_3S1RNA 15","204","1"
"6304","A_M1117YF03_3S1RNA 16","205","1"
"6305","A_M1117YF03_3S1RNA 17","205","1"
"6306","A_M1117YF03_3S1RNA 18","205","1"
"6307","A_M1117YF03_3S1RNA 19","206","2"
"6308","A_M1117YF03_3S1RNA 2","102","2"
"6309","A_M1117YF03_3S1RNA 20","303","2"
"6310","A_M1117YF03_3S1RNA 21","304","2"
"6311","A_M1117YF03_3S1RNA 22","304","2"
"6312","A_M1117YF03_3S1RNA 23","304","2"
"6313","A_M1117YF03_3S1RNA 24","304","2"
"6314","A_M1117YF03_3S1RNA 25","306","2"
"6315","A_M1117YF03_3S1RNA 26","306","1"
"6316","A_M1117YF03_3S1RNA 27","306","1"
"6317","A_M1117YF03_3S1RNA 28","308","1"
"6318","A_M1117YF03_3S1RNA 29","308","1"
"6319","A_M1117YF03_3S1RNA 3","103","2"
"6320","A_M1117YF03_3S1RNA 30","308","2"
"6321","A_M1117YF03_3S1RNA 31","311","1"
"6322","A_M1117YF03_3S1RNA 32","311","1"
"6323","A_M1117YF03_3S1RNA 33","311","1"
"6324","A_M1117YF03_3S1RNA 34","311","1"
"6325","A_M1117YF03_3S1RNA 35","311","1"
"6326","A_M1117YF03_3S1RNA 36","311","1"
"6327","A_M1117YF03_3S1RNA 37","311","2"
"6328","A_M1117YF03_3S1RNA 38","311","2"
"6329","A_M1117YF03_3S1RNA 39","311","2"
"6330","A_M1117YF03_3S1RNA 4","103","2"
"6331","A_M1117YF03_3S1RNA 40","311","2"
"6332","A_M1117YF03_3S1RNA 5","104","2"
"6333","A_M1117YF03_3S1RNA 6","104","2"
"6334","A_M1117YF03_3S1RNA 7","105","2"
"6335","A_M1117YF03_3S1RNA 8","106","2"
"6336","A_M1117YF03_3S1RNA 9","106","2"
"6337","A_M1118YF03_1S3RNA 1","111","1"
"6338","A_M1118YF03_1S3RNA 10","106","1"
"6339","A_M1118YF03_1S3RNA 11","106","1"
"6340","A_M1118YF03_1S3RNA 12","202","1"
"6341","A_M1118YF03_1S3RNA 13","203","1"
"6342","A_M1118YF03_1S3RNA 14","203","1"
"6343","A_M1118YF03_1S3RNA 15","203","1"
"6344","A_M1118YF03_1S3RNA 16","203","1"
"6345","A_M1118YF03_1S3RNA 17","204","1"
"6346","A_M1118YF03_1S3RNA 18","205","1"
"6347","A_M1118YF03_1S3RNA 19","205","1"
"6348","A_M1118YF03_1S3RNA 2","111","1"
"6349","A_M1118YF03_1S3RNA 20","205","2"
"6350","A_M1118YF03_1S3RNA 21","206","2"
"6351","A_M1118YF03_1S3RNA 22","303","2"
"6352","A_M1118YF03_1S3RNA 23","304","2"
"6353","A_M1118YF03_1S3RNA 24","304","2"
"6354","A_M1118YF03_1S3RNA 25","304","2"
"6355","A_M1118YF03_1S3RNA 26","305","2"
"6356","A_M1118YF03_1S3RNA 27","306","2"
"6357","A_M1118YF03_1S3RNA 28","306","1"
"6358","A_M1118YF03_1S3RNA 29","307","2"
"6359","A_M1118YF03_1S3RNA 3","111","1"
"6360","A_M1118YF03_1S3RNA 30","311","2"
"6361","A_M1118YF03_1S3RNA 31","311","1"
"6362","A_M1118YF03_1S3RNA 32","311","1"
"6363","A_M1118YF03_1S3RNA 33","311","1"
"6364","A_M1118YF03_1S3RNA 34","311","2"
"6365","A_M1118YF03_1S3RNA 35","311","1"
"6366","A_M1118YF03_1S3RNA 36","311","2"
"6367","A_M1118YF03_1S3RNA 37","311","2"
"6368","A_M1118YF03_1S3RNA 38","311","2"
"6369","A_M1118YF03_1S3RNA 39","311","2"
"6370","A_M1118YF03_1S3RNA 4","102","2"
"6371","A_M1118YF03_1S3RNA 40","311","2"
"6372","A_M1118YF03_1S3RNA 5","102","2"
"6373","A_M1118YF03_1S3RNA 6","102","2"
"6374","A_M1118YF03_1S3RNA 7","103","2"
"6375","A_M1118YF03_1S3RNA 8","103","2"
"6376","A_M1118YF03_1S3RNA 9","106","1"
"6377","A_M1118YF03_2S2RNA 1","111","1"
"6378","A_M1118YF03_2S2RNA 10","106","1"
"6379","A_M1118YF03_2S2RNA 11","201","1"
"6380","A_M1118YF03_2S2RNA 12","202","1"
"6381","A_M1118YF03_2S2RNA 13","203","1"
"6382","A_M1118YF03_2S2RNA 14","203","1"
"6383","A_M1118YF03_2S2RNA 15","203","1"
"6384","A_M1118YF03_2S2RNA 16","204","1"
"6385","A_M1118YF03_2S2RNA 17","205","1"
"6386","A_M1118YF03_2S2RNA 18","205","1"
"6387","A_M1118YF03_2S2RNA 19","205","1"
"6388","A_M1118YF03_2S2RNA 2","111","2"
"6389","A_M1118YF03_2S2RNA 20","206","2"
"6390","A_M1118YF03_2S2RNA 21","301","2"
"6391","A_M1118YF03_2S2RNA 22","304","2"
"6392","A_M1118YF03_2S2RNA 23","304","2"
"6393","A_M1118YF03_2S2RNA 24","304","2"
"6394","A_M1118YF03_2S2RNA 25","304","2"
"6395","A_M1118YF03_2S2RNA 26","305","2"
"6396","A_M1118YF03_2S2RNA 27","306","1"
"6397","A_M1118YF03_2S2RNA 28","306","1"
"6398","A_M1118YF03_2S2RNA 29","307","1"
"6399","A_M1118YF03_2S2RNA 3","111","1"
"6400","A_M1118YF03_2S2RNA 30","308","2"
"6401","A_M1118YF03_2S2RNA 31","308","2"
"6402","A_M1118YF03_2S2RNA 32","311","1"
"6403","A_M1118YF03_2S2RNA 33","311","1"
"6404","A_M1118YF03_2S2RNA 34","311","1"
"6405","A_M1118YF03_2S2RNA 35","311","1"
"6406","A_M1118YF03_2S2RNA 36","311","1"
"6407","A_M1118YF03_2S2RNA 37","311","2"
"6408","A_M1118YF03_2S2RNA 38","311","2"
"6409","A_M1118YF03_2S2RNA 39","311","2"
"6410","A_M1118YF03_2S2RNA 4","103","2"
"6411","A_M1118YF03_2S2RNA 40","311","2"
"6412","A_M1118YF03_2S2RNA 41","311","2"
"6413","A_M1118YF03_2S2RNA 5","102","2"
"6414","A_M1118YF03_2S2RNA 6","105","2"
"6415","A_M1118YF03_2S2RNA 7","105","2"
"6416","A_M1118YF03_2S2RNA 8","104","2"
"6417","A_M1118YF03_2S2RNA 9","106","2"
"6418","A_M1118YF03_3S1RNA 1","102","1"
"6419","A_M1118YF03_3S1RNA 10","202","1"
"6420","A_M1118YF03_3S1RNA 11","203","1"
"6421","A_M1118YF03_3S1RNA 12","203","1"
"6422","A_M1118YF03_3S1RNA 13","203","1"
"6423","A_M1118YF03_3S1RNA 14","203","1"
"6424","A_M1118YF03_3S1RNA 15","205","1"
"6425","A_M1118YF03_3S1RNA 16","205","1"
"6426","A_M1118YF03_3S1RNA 17","205","1"
"6427","A_M1118YF03_3S1RNA 18","205","1"
"6428","A_M1118YF03_3S1RNA 19","301","2"
"6429","A_M1118YF03_3S1RNA 2","102","2"
"6430","A_M1118YF03_3S1RNA 20","304","2"
"6431","A_M1118YF03_3S1RNA 21","304","2"
"6432","A_M1118YF03_3S1RNA 22","304","2"
"6433","A_M1118YF03_3S1RNA 23","304","2"
"6434","A_M1118YF03_3S1RNA 24","305","2"
"6435","A_M1118YF03_3S1RNA 25","306","2"
"6436","A_M1118YF03_3S1RNA 26","306","1"
"6437","A_M1118YF03_3S1RNA 27","308","1"
"6438","A_M1118YF03_3S1RNA 28","308","1"
"6439","A_M1118YF03_3S1RNA 29","309","1"
"6440","A_M1118YF03_3S1RNA 3","103","2"
"6441","A_M1118YF03_3S1RNA 30","311","2"
"6442","A_M1118YF03_3S1RNA 31","311","1"
"6443","A_M1118YF03_3S1RNA 32","311","1"
"6444","A_M1118YF03_3S1RNA 33","311","1"
"6445","A_M1118YF03_3S1RNA 34","311","1"
"6446","A_M1118YF03_3S1RNA 35","311","2"
"6447","A_M1118YF03_3S1RNA 36","311","2"
"6448","A_M1118YF03_3S1RNA 37","311","2"
"6449","A_M1118YF03_3S1RNA 38","311","2"
"6450","A_M1118YF03_3S1RNA 39","311","2"
"6451","A_M1118YF03_3S1RNA 4","103","2"
"6452","A_M1118YF03_3S1RNA 5","104","2"
"6453","A_M1118YF03_3S1RNA 6","104","2"
"6454","A_M1118YF03_3S1RNA 7","106","2"
"6455","A_M1118YF03_3S1RNA 8","106","2"
"6456","A_M1118YF03_3S1RNA 9","106","1"
"6457","A_M1122YF05_1S2RNA 1","101","1"
"6458","A_M1122YF05_1S2RNA 10","106","1"
"6459","A_M1122YF05_1S2RNA 11","202","1"
"6460","A_M1122YF05_1S2RNA 12","203","1"
"6461","A_M1122YF05_1S2RNA 13","203","1"
"6462","A_M1122YF05_1S2RNA 14","203","1"
"6463","A_M1122YF05_1S2RNA 15","203","1"
"6464","A_M1122YF05_1S2RNA 16","204","1"
"6465","A_M1122YF05_1S2RNA 17","205","1"
"6466","A_M1122YF05_1S2RNA 18","205","1"
"6467","A_M1122YF05_1S2RNA 19","205","1"
"6468","A_M1122YF05_1S2RNA 2","111","2"
"6469","A_M1122YF05_1S2RNA 20","206","2"
"6470","A_M1122YF05_1S2RNA 21","303","2"
"6471","A_M1122YF05_1S2RNA 22","304","2"
"6472","A_M1122YF05_1S2RNA 23","304","2"
"6473","A_M1122YF05_1S2RNA 24","304","2"
"6474","A_M1122YF05_1S2RNA 25","305","2"
"6475","A_M1122YF05_1S2RNA 26","306","2"
"6476","A_M1122YF05_1S2RNA 27","306","1"
"6477","A_M1122YF05_1S2RNA 28","308","1"
"6478","A_M1122YF05_1S2RNA 29","308","1"
"6479","A_M1122YF05_1S2RNA 3","111","1"
"6480","A_M1122YF05_1S2RNA 30","311","2"
"6481","A_M1122YF05_1S2RNA 31","311","2"
"6482","A_M1122YF05_1S2RNA 32","311","1"
"6483","A_M1122YF05_1S2RNA 33","311","1"
"6484","A_M1122YF05_1S2RNA 34","311","1"
"6485","A_M1122YF05_1S2RNA 35","311","2"
"6486","A_M1122YF05_1S2RNA 36","311","2"
"6487","A_M1122YF05_1S2RNA 37","311","2"
"6488","A_M1122YF05_1S2RNA 38","311","2"
"6489","A_M1122YF05_1S2RNA 39","311","2"
"6490","A_M1122YF05_1S2RNA 4","103","2"
"6491","A_M1122YF05_1S2RNA 40","311","2"
"6492","A_M1122YF05_1S2RNA 5","102","2"
"6493","A_M1122YF05_1S2RNA 6","105","2"
